w1,w2,w3,w4,w5,l1,l2,l3,l4,l5,cc,cr,ibias
15.5,22.0,2.0,48.5,32.5,1.0,1.5,0.5,1.0,1.0,1.3e-12,19500.0,1e-05
10.5,24.0,2.0,48.5,43.0,1.0,1.5,1.0,0.5,2.0,1.9e-12,31000.0,2e-05
34.0,22.0,18.0,38.5,43.0,1.0,1.5,1.0,0.5,2.0,1.8e-12,27000.0,2e-05
35.5,20.5,6.0,12.5,32.5,1.5,1.5,0.5,0.5,0.5,1.7e-12,68500.0,2e-05
34.0,19.5,16.5,48.5,32.5,1.0,1.5,0.5,0.5,2.0,1.9e-12,19000.0,2e-05
34.0,5.5,28.5,39.0,33.0,1.0,1.0,1.5,0.5,1.0,1.3e-12,19500.0,2e-05
10.5,3.0,9.5,21.5,26.5,0.5,0.5,1.5,0.5,1.0,1.2e-12,35000.0,2e-05
22.5,27.5,28.5,39.0,33.0,1.0,1.5,2.0,0.5,0.5,1.3e-12,13000.0,2e-05
36.0,23.5,31.5,39.0,33.0,1.0,1.5,2.0,0.5,0.5,1.3e-12,19500.0,2e-05
14.5,39.0,1.5,48.5,32.5,1.0,1.5,0.5,0.5,2.0,1.9e-12,19500.0,2e-05
10.0,39.0,5.0,26.5,32.5,1.5,1.0,0.5,0.5,2.0,1e-12,33000.0,1e-05
46.0,20.5,7.0,18.0,43.0,2.0,1.5,1.5,0.5,2.0,1e-12,33000.0,2e-05
23.0,2.5,31.0,21.5,25.0,1.5,1.0,1.5,0.5,2.0,9e-13,19500.0,2e-05
20.5,19.5,2.0,48.5,32.5,1.0,1.5,0.5,0.5,2.0,1.9e-12,33000.0,2e-05
14.5,23.5,25.0,39.0,24.0,1.0,1.5,0.5,0.5,0.5,1.9e-12,19500.0,2e-05
20.5,24.0,27.0,47.5,32.5,2.0,1.0,1.0,1.0,2.0,1e-12,33000.0,2e-05
36.5,39.0,28.0,13.0,28.0,2.0,1.0,1.5,0.5,2.0,1e-12,18500.0,1e-05
33.5,38.5,31.0,29.5,26.5,1.5,1.0,0.5,0.5,1.0,1.2e-12,69000.0,2e-05
21.0,12.0,13.0,39.0,25.5,2.0,1.5,1.5,0.5,2.0,1.9e-12,24000.0,2e-05
10.5,23.5,25.5,30.0,26.5,1.5,1.0,1.0,0.5,1.0,1.7e-12,32000.0,2e-05
15.0,34.5,7.0,39.0,25.0,2.0,1.5,1.0,0.5,1.0,1.9e-12,19000.0,2e-05
6.5,44.5,7.0,39.0,32.5,2.0,1.5,1.0,0.5,0.5,1.9e-12,30500.0,2e-05
14.5,39.5,2.5,39.0,25.0,2.0,1.0,1.0,0.5,2.0,1.9e-12,19500.0,2e-05
36.0,38.5,28.5,21.5,33.0,1.5,1.5,2.0,1.0,0.5,1.9e-12,35000.0,1e-05
14.5,31.0,7.0,39.0,40.0,1.0,1.5,0.5,0.5,2.0,1.1e-12,19500.0,1e-05
47.5,23.5,31.0,39.0,33.0,1.0,1.0,1.5,0.5,2.0,1.9e-12,19500.0,1e-05
36.5,38.5,28.5,49.0,32.5,1.0,1.5,1.0,0.5,0.5,1.9e-12,19500.0,2e-05
15.5,24.0,25.5,37.5,28.0,1.5,1.0,1.0,0.5,1.0,1.7e-12,17500.0,2e-05
13.5,23.5,19.0,39.0,29.0,1.0,1.5,0.5,0.5,0.5,1.9e-12,19500.0,2e-05
15.0,24.0,7.0,39.0,43.0,1.0,1.5,1.0,0.5,1.0,1.8e-12,27500.0,2e-05
34.0,23.5,31.0,29.5,29.0,1.5,1.0,1.5,0.5,1.0,1.8e-12,19000.0,2e-05
10.5,23.5,2.0,38.5,41.5,1.0,1.5,2.0,0.5,2.0,1.9e-12,27500.0,2e-05
10.5,39.0,21.0,30.0,26.5,1.0,1.5,0.5,0.5,0.5,2e-12,32500.0,1e-05
36.0,39.0,21.0,37.5,26.5,1.5,1.5,0.5,0.5,2.0,2e-12,18000.0,1e-05
46.5,24.0,31.0,29.5,33.0,1.5,1.0,1.5,0.5,1.0,1.8e-12,19000.0,2e-05
36.5,38.5,28.5,39.0,33.0,1.0,1.0,2.0,0.5,1.0,8e-13,19500.0,2e-05
35.0,20.5,12.0,48.0,25.5,1.5,1.5,0.5,0.5,0.5,1e-12,23500.0,1e-05
36.5,38.0,28.5,37.5,28.0,1.5,1.0,0.5,0.5,2.0,1e-12,19500.0,2e-05
14.5,23.5,7.0,48.5,32.5,1.0,1.5,0.5,0.5,2.0,1e-12,19500.0,2e-05
22.5,24.0,31.0,39.0,25.5,1.5,1.0,2.0,0.5,0.5,9e-13,19500.0,1e-05
14.5,13.0,1.5,48.5,43.0,1.0,1.5,1.0,0.5,2.0,1.9e-12,25500.0,2e-05
15.0,20.5,7.0,26.5,42.5,1.0,1.5,0.5,0.5,2.0,1.7e-12,68500.0,2e-05
23.0,24.0,31.0,4.5,25.0,2.0,1.0,1.5,0.5,1.0,9e-13,19500.0,2e-05
10.5,23.0,28.5,48.5,43.0,1.0,1.5,1.0,0.5,2.0,1.9e-12,28000.0,2e-05
11.5,24.0,13.5,29.5,25.5,1.5,1.0,1.5,0.5,1.0,1.9e-12,32000.0,2e-05
15.0,23.5,2.5,39.0,43.0,1.0,1.0,1.0,0.5,2.0,1.9e-12,27500.0,2e-05
36.5,22.5,28.5,26.5,28.0,1.5,1.5,1.5,0.5,2.0,1e-12,33500.0,2e-05
12.0,39.0,31.0,29.5,24.0,1.0,1.0,1.5,0.5,1.0,1.2e-12,12500.0,2e-05
14.5,19.5,1.5,48.0,26.5,1.0,1.5,0.5,0.5,2.0,1.2e-12,19500.0,2e-05
23.0,24.0,2.5,39.0,25.0,1.5,1.0,2.0,0.5,2.0,9e-13,27500.0,2e-05
37.0,37.5,28.5,37.5,28.0,1.5,1.0,1.0,0.5,2.0,1.9e-12,16500.0,1e-05
36.0,39.0,18.5,38.5,26.5,1.0,1.5,2.0,0.5,1.0,1.9e-12,19500.0,2e-05
13.5,1.0,1.5,48.5,17.5,2.0,1.5,0.5,0.5,2.0,2e-12,19500.0,2e-05
33.5,22.0,31.0,29.5,32.5,1.5,1.0,1.5,0.5,1.0,1.8e-12,7500.0,2e-05
50.0,38.5,31.0,48.5,25.0,1.5,1.5,1.5,0.5,1.5,1.9e-12,32000.0,1e-05
10.5,24.0,25.5,30.0,26.5,1.5,1.0,1.0,0.5,1.0,1.7e-12,32000.0,1e-05
34.5,23.5,31.0,39.0,32.5,1.0,1.0,1.5,0.5,1.0,1.9e-12,19500.0,1e-05
35.5,20.5,7.0,39.0,32.5,1.5,1.5,1.0,0.5,0.5,1.3e-12,30500.0,2e-05
10.5,39.0,31.0,29.5,24.0,1.0,1.5,1.5,0.5,0.5,1.9e-12,19500.0,2e-05
6.5,12.0,8.0,12.5,32.5,1.0,1.5,1.5,0.5,0.5,1.7e-12,68500.0,2e-05
33.5,38.5,31.0,29.5,26.5,1.5,1.0,1.5,0.5,1.0,1.2e-12,68500.0,1e-05
46.0,20.5,1.5,26.5,43.0,2.0,1.5,1.5,0.5,2.0,1.8e-12,33000.0,2e-05
15.0,34.5,7.0,39.0,16.5,2.0,1.5,1.0,0.5,1.0,1.9e-12,19000.0,2e-05
34.0,40.0,18.0,39.0,25.0,2.0,1.0,1.0,0.5,2.0,1.9e-12,19000.0,2e-05
10.5,19.5,8.0,39.0,33.0,1.5,1.0,1.0,0.5,0.5,1.9e-12,27500.0,2e-05
18.0,27.5,2.0,39.0,33.0,1.0,1.5,2.0,0.5,0.5,1.3e-12,12500.0,2e-05
20.0,12.0,25.5,39.0,22.5,2.0,1.5,1.5,1.0,0.5,1.7e-12,24000.0,1e-05
15.0,19.5,7.0,39.0,43.0,1.0,1.5,1.0,0.5,2.0,1.8e-12,32500.0,2e-05
36.5,38.5,28.5,3.5,33.0,2.0,1.5,2.0,0.5,2.0,3e-13,19500.0,2e-05
15.5,38.5,1.5,48.5,32.5,1.0,1.0,0.5,0.5,2.0,1.3e-12,19000.0,1e-05
32.0,38.5,31.0,29.5,26.5,1.5,1.0,0.5,0.5,1.0,8e-13,69000.0,2e-05
14.5,31.0,7.0,39.5,32.5,1.0,1.5,0.5,0.5,2.0,1.9e-12,19500.0,2e-05
6.5,23.5,30.5,48.5,43.0,1.0,1.5,1.0,0.5,2.0,1.9e-12,19500.0,2e-05
14.0,15.0,1.5,48.5,43.0,1.0,1.5,1.5,0.5,2.0,1e-12,27500.0,2e-05
22.5,27.5,28.5,39.0,33.0,1.0,1.0,0.5,0.5,0.5,1.3e-12,13000.0,1e-05
34.0,23.5,19.0,4.0,32.5,1.0,2.0,1.5,1.5,1.0,1.8e-12,35000.0,2e-05
34.5,12.0,16.0,29.0,25.5,1.0,1.0,0.5,0.5,0.5,1e-12,25500.0,1e-05
12.5,42.0,28.5,38.0,25.0,1.5,1.0,0.5,0.5,0.5,2e-12,32000.0,2e-05
34.0,3.0,28.5,21.5,40.0,1.5,1.0,1.5,0.5,1.0,1.1e-12,35000.0,1e-05
33.5,23.0,19.0,5.5,17.5,2.0,2.0,1.5,1.5,1.0,2e-12,35000.0,2e-05
10.5,5.5,9.5,21.5,33.0,0.5,0.5,1.5,0.5,1.0,1.9e-12,35000.0,1e-05
11.0,2.0,29.5,28.5,26.5,1.5,1.0,1.0,0.5,1.0,1.7e-12,32000.0,2e-05
11.0,23.5,19.0,3.0,43.0,1.0,1.5,1.0,1.5,2.0,3e-13,27500.0,2e-05
10.5,38.0,31.0,29.5,24.0,1.0,1.5,0.5,0.5,2.0,2e-12,19500.0,2e-05
15.5,23.5,7.0,48.5,32.5,1.0,1.5,0.5,0.5,2.0,1.3e-12,19500.0,2e-05
22.5,24.0,1.5,39.0,25.5,1.0,1.5,2.0,0.5,0.5,9e-13,19500.0,1e-05
10.5,2.5,9.5,21.5,40.0,0.5,0.5,1.0,0.5,1.0,1.1e-12,35000.0,2e-05
17.0,23.5,25.5,39.0,29.0,1.0,1.5,0.5,0.5,0.5,1.1e-12,19500.0,2e-05
34.0,23.5,30.0,29.5,33.0,1.5,1.0,1.5,0.5,1.0,1.8e-12,19000.0,2e-05
10.5,6.0,10.0,21.0,33.0,0.5,0.5,0.5,0.5,1.0,2e-12,18500.0,1e-05
14.0,18.5,7.0,48.5,43.0,2.0,1.5,1.5,0.5,2.0,1e-12,34500.0,2e-05
35.0,39.0,7.5,48.0,32.5,2.0,1.5,1.0,0.5,0.5,1.9e-12,32000.0,1e-05
6.5,12.0,8.0,12.5,17.5,1.0,2.0,1.5,0.5,2.0,1.7e-12,68500.0,2e-05
49.5,38.5,34.0,29.5,25.0,1.5,1.0,0.5,0.5,1.5,1e-12,32000.0,1e-05
11.0,20.5,8.0,39.0,33.0,1.5,1.5,1.0,0.5,0.5,1.3e-12,30000.0,2e-05
16.0,23.5,28.5,39.0,29.0,1.5,1.5,0.5,0.5,0.5,1e-12,19500.0,1e-05
10.5,23.5,2.0,48.5,43.0,1.0,1.5,0.5,0.5,2.0,1.9e-12,27500.0,2e-05
14.5,23.5,7.0,39.5,32.5,1.0,1.5,1.5,0.5,2.0,1.9e-12,19500.0,2e-05
34.0,23.5,31.0,29.5,32.5,1.5,1.0,1.5,0.5,1.0,1.7e-12,19000.0,2e-05
12.5,39.0,28.5,48.0,25.0,1.5,1.0,0.5,0.5,0.5,2e-12,32000.0,1e-05
35.5,20.5,7.0,39.0,32.5,1.5,1.5,1.0,0.5,0.5,1.3e-12,34000.0,2e-05
35.0,39.5,21.0,48.0,26.5,1.0,1.5,0.5,0.5,0.5,2e-12,23500.0,1e-05
15.0,23.5,31.0,39.0,43.0,1.0,1.5,1.0,0.5,2.0,1.8e-12,27500.0,1e-05
35.5,39.0,31.0,39.0,32.5,2.0,1.0,1.0,0.5,0.5,1.9e-12,32000.0,2e-05
14.5,23.5,7.0,48.5,32.5,1.0,1.5,0.5,0.5,2.0,1.1e-12,19500.0,2e-05
14.5,31.0,7.0,44.0,32.5,1.0,1.5,1.5,0.5,0.5,1.9e-12,19500.0,2e-05
14.5,22.0,1.5,48.5,32.5,1.0,1.5,0.5,0.5,2.0,1e-12,19500.0,2e-05
16.0,25.0,31.0,48.5,32.5,1.5,1.0,0.5,0.5,2.0,1.8e-12,19500.0,2e-05
36.5,39.0,28.5,25.5,28.0,1.5,1.0,1.5,0.5,2.0,1e-12,33000.0,1e-05
13.5,14.0,1.5,48.5,43.0,1.0,1.5,1.5,0.5,2.0,1.9e-12,27500.0,1e-05
34.5,12.0,16.0,29.0,25.5,1.0,1.0,0.5,0.5,0.5,1.9e-12,25500.0,1e-05
10.5,19.5,9.0,39.0,32.5,1.5,1.0,1.0,0.5,0.5,1.9e-12,27500.0,2e-05
15.5,38.5,20.5,37.5,26.5,1.0,1.5,1.5,0.5,0.5,1.9e-12,34500.0,1e-05
46.0,15.0,1.5,26.5,43.0,1.0,1.5,1.5,0.5,2.0,1e-12,27500.0,2e-05
35.5,12.0,14.5,39.0,25.5,1.0,1.5,1.5,0.5,0.5,1e-12,23500.0,2e-05
49.5,1.0,19.0,4.0,32.5,2.0,1.5,1.5,1.5,0.5,3e-13,29000.0,2e-05
14.0,15.0,1.5,49.0,43.0,1.0,1.5,1.5,0.5,2.0,1.9e-12,27500.0,2e-05
35.0,19.5,7.0,39.0,33.0,1.5,1.0,1.0,0.5,0.5,1.9e-12,27500.0,2e-05
36.5,39.0,25.5,37.5,28.0,1.0,1.0,1.5,0.5,2.0,1.9e-12,19000.0,2e-05
15.5,22.0,1.5,49.0,32.5,1.0,1.5,1.0,0.5,2.0,1.3e-12,19500.0,2e-05
47.5,31.0,33.5,39.0,33.0,1.0,1.0,0.5,0.5,2.0,1.9e-12,19500.0,1e-05
6.5,12.0,8.0,12.5,32.5,1.0,1.5,1.5,0.5,0.5,1.8e-12,68500.0,2e-05
14.5,19.5,1.5,38.0,26.5,1.0,1.5,0.5,0.5,2.0,1.2e-12,19500.0,2e-05
6.5,20.5,8.0,13.0,32.5,1.5,1.5,0.5,0.5,0.5,1.7e-12,66500.0,2e-05
15.5,11.5,13.5,37.5,25.5,1.0,1.5,1.5,0.5,0.5,1e-12,18000.0,1e-05
34.5,23.5,7.0,38.5,32.5,1.0,1.0,1.5,0.5,1.0,2e-12,19500.0,2e-05
23.0,24.0,7.5,39.0,25.5,1.5,1.5,2.0,0.5,0.5,9e-13,19500.0,2e-05
14.5,31.0,7.0,49.0,40.0,1.0,1.5,1.0,0.5,2.0,1.9e-12,19500.0,1e-05
34.0,39.0,18.0,39.0,25.0,2.0,1.0,0.5,0.5,2.0,1e-12,24000.0,2e-05
14.5,13.0,1.5,38.5,43.0,1.0,1.5,0.5,0.5,2.0,1.1e-12,25500.0,2e-05
34.5,12.0,16.0,29.0,25.5,1.0,1.0,1.0,0.5,0.5,1.9e-12,25500.0,1e-05
15.5,1.5,19.0,48.5,32.5,1.0,1.5,1.0,1.5,2.0,1.3e-12,19500.0,2e-05
15.0,19.5,7.0,39.0,27.0,1.0,1.0,0.5,0.5,2.0,1.9e-12,27500.0,2e-05
22.5,27.5,28.5,39.0,33.0,1.0,1.5,2.0,0.5,0.5,1.3e-12,13500.0,2e-05
17.0,22.0,25.5,39.0,29.0,1.0,1.5,0.5,0.5,0.5,1.9e-12,19500.0,2e-05
10.5,39.0,7.0,29.5,24.0,1.0,1.5,1.5,0.5,0.5,1.9e-12,19500.0,2e-05
11.5,24.0,10.0,29.5,22.5,1.5,1.0,1.5,0.5,1.0,1.9e-12,32000.0,2e-05
14.5,12.0,26.5,47.5,32.5,1.0,1.0,1.0,1.0,2.0,1e-12,23500.0,2e-05
14.5,13.0,1.5,29.0,25.5,1.0,1.5,0.5,0.5,2.0,1.1e-12,25500.0,1e-05
34.0,30.5,30.0,28.5,33.0,1.5,1.0,1.5,0.5,1.0,1.8e-12,19000.0,2e-05
23.0,19.5,31.5,38.0,26.5,1.5,1.0,0.5,0.5,0.5,1.2e-12,19500.0,2e-05
47.5,23.0,31.0,39.0,32.0,1.0,1.0,1.5,0.5,2.0,1.9e-12,19500.0,1e-05
10.5,6.0,21.0,21.0,33.0,0.5,0.5,0.5,0.5,1.0,2e-12,18500.0,1e-05
49.5,19.5,34.0,29.5,27.5,1.5,1.0,0.5,0.5,1.5,1e-12,32000.0,1e-05
10.5,39.0,31.0,29.5,40.5,1.0,1.5,1.5,0.5,0.5,1.9e-12,14000.0,2e-05
9.5,24.0,31.5,38.5,33.0,1.0,1.0,1.0,0.5,0.5,1.9e-12,19000.0,1e-05
14.5,22.0,1.5,48.5,32.5,1.0,1.5,0.5,0.5,2.0,1.3e-12,19500.0,2e-05
34.5,20.0,8.0,39.0,33.0,1.5,1.5,1.0,0.5,0.5,1.3e-12,30000.0,2e-05
36.0,39.0,28.5,38.0,26.5,1.5,1.0,0.5,0.5,1.0,2e-12,32000.0,1e-05
34.0,23.5,30.0,29.5,33.0,1.5,1.5,1.5,0.5,1.0,1.8e-12,31000.0,2e-05
12.5,19.5,2.5,48.0,27.5,1.0,1.5,0.5,0.5,2.0,1.2e-12,32000.0,2e-05
34.0,39.0,14.0,39.0,32.5,2.0,1.5,1.0,0.5,0.5,1.9e-12,18500.0,2e-05
15.0,39.0,7.0,39.0,28.0,2.0,1.5,1.0,0.5,1.0,1e-12,33000.0,2e-05
11.5,24.0,13.5,29.5,25.5,1.0,1.0,1.5,0.5,1.0,1.9e-12,32500.0,2e-05
36.0,39.0,18.5,38.5,42.5,1.0,1.0,1.0,0.5,1.0,1.9e-12,19500.0,1e-05
35.0,19.5,7.0,39.0,33.0,1.5,1.0,1.0,0.5,0.5,1.9e-12,27000.0,2e-05
46.5,24.0,34.0,29.5,33.0,1.5,1.0,1.5,0.5,1.0,1.8e-12,19000.0,2e-05
35.5,39.0,30.5,39.0,32.5,2.0,1.5,1.0,0.5,0.5,1.9e-12,28500.0,2e-05
10.5,6.0,13.5,21.0,33.0,0.5,0.5,0.5,0.5,1.0,2e-12,18500.0,1e-05
35.5,31.5,14.5,37.0,25.5,2.0,1.5,1.5,0.5,0.5,1e-12,19500.0,2e-05
34.5,12.0,16.0,38.5,43.0,1.0,1.0,0.5,0.5,0.5,1.9e-12,25500.0,2e-05
36.5,24.0,14.0,39.0,25.0,2.0,1.0,1.0,0.5,0.5,1.9e-12,19000.0,2e-05
13.5,34.5,7.0,39.0,25.0,2.0,1.5,1.0,0.5,1.0,1.9e-12,19000.0,2e-05
14.5,24.0,1.5,39.0,25.5,1.0,1.5,2.0,0.5,2.0,9e-13,19500.0,2e-05
25.0,24.0,31.5,39.0,25.5,1.5,1.0,2.0,0.5,0.5,9e-13,19500.0,2e-05
15.5,39.0,7.0,37.5,26.5,1.0,1.5,0.5,0.5,0.5,2e-12,18000.0,1e-05
14.5,35.5,1.5,37.5,26.5,1.0,1.5,0.5,0.5,2.0,1.2e-12,19500.0,2e-05
10.5,23.5,2.0,43.5,24.0,1.0,1.5,1.0,0.5,2.0,1.9e-12,27500.0,2e-05
22.5,27.5,28.5,30.5,33.0,1.0,1.5,2.0,0.5,1.0,1.3e-12,13000.0,2e-05
15.5,25.5,7.0,48.5,33.5,1.0,1.5,0.5,0.5,2.0,1e-12,19500.0,2e-05
11.0,12.0,16.0,29.0,25.5,1.0,1.0,1.0,0.5,0.5,1.9e-12,25500.0,1e-05
12.5,39.0,18.5,38.5,25.0,1.0,1.0,0.5,0.5,0.5,1.9e-12,19500.0,1e-05
14.5,13.5,1.5,48.5,43.0,1.0,1.0,1.0,0.5,2.0,1.9e-12,19000.0,2e-05
14.5,39.0,27.5,48.0,25.0,1.5,1.0,0.5,0.5,0.5,2e-12,19500.0,1e-05
35.5,31.0,9.5,39.0,23.5,2.0,1.0,1.0,0.5,0.5,1.9e-12,32500.0,2e-05
36.5,34.5,28.5,26.5,25.0,1.5,1.0,1.5,0.5,2.0,1.9e-12,19000.0,1e-05
47.5,23.5,31.0,39.0,33.0,1.5,1.0,1.5,0.5,2.0,1.9e-12,19000.0,1e-05
34.0,1.0,2.0,4.0,17.5,2.0,1.5,1.5,1.5,1.0,2e-12,28000.0,2e-05
14.5,19.5,1.5,45.0,29.5,1.0,1.5,0.5,0.5,2.0,1.2e-12,19500.0,2e-05
10.5,23.5,19.0,48.5,43.0,1.0,2.0,1.0,0.5,2.0,1.9e-12,34500.0,2e-05
15.0,22.0,7.0,39.0,43.0,1.0,1.5,1.0,0.5,2.0,1.8e-12,27500.0,2e-05
12.5,39.0,28.5,48.0,25.0,1.5,1.0,0.5,0.5,1.5,1e-12,32000.0,1e-05
49.5,19.5,7.0,39.0,43.0,1.0,1.0,1.0,1.5,2.0,3e-13,27500.0,2e-05
22.5,27.5,28.5,29.5,33.0,1.0,1.0,1.5,0.5,1.0,1.3e-12,13500.0,2e-05
36.5,24.0,14.0,39.0,25.0,2.0,1.5,1.0,0.5,0.5,1.9e-12,19000.0,2e-05
36.0,39.0,14.0,38.0,25.5,2.0,1.5,0.5,0.5,0.5,2e-12,19500.0,2e-05
10.5,2.5,5.5,21.5,40.0,0.5,0.5,1.0,0.5,1.0,1e-12,28000.0,2e-05
14.5,23.5,7.0,41.0,32.5,1.0,1.5,0.5,0.5,2.0,1.1e-12,19500.0,2e-05
37.0,19.5,7.0,39.0,32.5,1.5,1.5,1.0,0.5,0.5,1.3e-12,34000.0,2e-05
14.5,12.0,1.5,38.5,43.0,1.0,1.5,0.5,0.5,2.0,1.9e-12,25500.0,2e-05
23.0,27.5,29.0,39.0,28.0,1.5,1.0,2.0,0.5,2.0,1e-12,19500.0,2e-05
14.5,13.0,27.5,48.0,25.0,1.5,1.0,0.5,0.5,0.5,2e-12,19500.0,1e-05
15.5,25.5,7.5,48.5,33.5,1.0,1.5,0.5,0.5,2.0,1e-12,19500.0,2e-05
35.0,19.5,7.0,39.0,33.0,1.5,1.0,1.0,0.5,2.0,1.9e-12,27500.0,2e-05
15.5,38.5,20.5,38.0,26.5,1.0,1.5,1.5,0.5,0.5,1.9e-12,34500.0,1e-05
14.5,23.5,31.5,39.0,32.5,1.0,1.0,1.5,0.5,2.0,9e-13,19500.0,2e-05
14.5,20.5,7.5,39.0,32.5,2.0,1.5,1.0,0.5,0.5,1.3e-12,34000.0,2e-05
34.0,19.5,8.0,39.0,27.0,1.0,1.5,1.0,0.5,2.0,1.9e-12,27500.0,2e-05
36.0,38.5,18.5,39.0,33.0,0.5,1.0,0.5,0.5,1.0,1.9e-12,19500.0,1e-05
22.5,39.5,28.5,48.0,33.0,1.5,1.5,0.5,0.5,0.5,2e-12,19500.0,1e-05
10.5,30.5,8.0,28.0,33.0,1.5,1.0,1.5,0.5,1.0,1.8e-12,19000.0,2e-05
15.5,39.0,21.0,37.5,25.5,1.0,1.5,0.5,0.5,0.5,2e-12,18000.0,1e-05
15.5,14.0,25.5,49.0,29.0,1.0,1.5,1.0,0.5,2.0,1.3e-12,19500.0,2e-05
17.0,23.5,25.5,39.0,29.0,1.0,1.5,0.5,0.5,0.5,1.9e-12,19500.0,2e-05
49.5,38.5,34.0,29.5,25.0,1.5,1.0,0.5,0.5,0.5,2e-12,32000.0,1e-05
11.5,24.0,10.0,40.5,22.5,1.5,1.5,2.0,0.5,0.5,1.9e-12,32000.0,2e-05
15.5,35.5,20.5,37.5,26.5,1.0,1.0,1.5,1.0,0.5,1.9e-12,34500.0,1e-05
35.5,31.5,29.0,37.0,26.5,1.5,1.0,1.5,0.5,1.0,9e-13,32000.0,1e-05
10.5,23.5,9.5,48.5,43.0,1.0,1.5,1.0,0.5,2.0,1.9e-12,34500.0,2e-05
34.5,20.0,8.0,49.5,33.0,1.5,1.5,1.0,0.5,0.5,1.3e-12,30000.0,2e-05
14.5,20.5,1.5,46.0,29.5,1.0,1.5,0.5,0.5,2.0,1.2e-12,19500.0,2e-05
9.5,24.0,13.5,29.5,25.5,1.5,1.0,1.5,0.5,1.0,1.9e-12,32000.0,2e-05
34.5,13.0,16.0,29.0,25.5,1.0,1.0,1.0,0.5,0.5,1.1e-12,25500.0,1e-05
36.5,40.0,28.5,37.5,25.5,1.5,1.0,1.5,0.5,0.5,9e-13,19000.0,1e-05
14.5,39.5,1.0,48.5,43.0,1.0,1.0,1.0,0.5,2.0,1.9e-12,19000.0,2e-05
12.5,39.0,28.0,48.0,25.0,1.5,1.0,0.5,0.5,0.5,2e-12,32000.0,1e-05
47.5,23.5,31.0,39.0,33.0,1.0,1.0,1.5,0.5,0.5,1.9e-12,19500.0,1e-05
36.0,39.0,28.5,37.5,26.0,1.5,1.0,0.5,0.5,1.0,2e-12,32000.0,1e-05
22.0,24.0,7.0,39.5,25.5,1.5,1.5,2.0,0.5,0.5,1.9e-12,19500.0,2e-05
35.5,31.5,26.0,47.5,32.5,1.5,1.0,1.0,1.0,2.0,1e-12,19500.0,2e-05
15.5,20.0,7.0,39.0,33.5,1.5,1.0,0.5,0.5,0.5,1.3e-12,30000.0,2e-05
10.5,6.5,10.0,20.5,26.5,1.0,0.5,0.5,0.5,1.0,2e-12,18500.0,1e-05
14.5,27.0,27.5,39.0,25.0,1.0,1.0,2.0,0.5,0.5,1.3e-12,13500.0,2e-05
34.0,19.5,30.0,39.5,34.0,1.5,1.0,1.0,0.5,0.5,1.9e-12,27500.0,2e-05
11.0,20.5,13.5,39.0,29.5,1.5,1.5,1.0,0.5,0.5,1.3e-12,30000.0,2e-05
17.0,22.0,1.5,39.0,32.5,1.0,1.5,0.5,0.5,0.5,1.9e-12,25000.0,2e-05
14.5,39.0,21.0,39.5,26.5,1.0,1.5,0.5,0.5,0.5,2e-12,18000.0,1e-05
34.5,22.0,14.0,49.0,32.5,1.0,1.5,1.0,0.5,2.0,1.7e-12,19500.0,2e-05
16.5,23.5,7.0,37.5,32.5,1.0,1.5,1.5,0.5,2.0,1.9e-12,19500.0,2e-05
35.0,23.5,7.0,39.0,33.0,1.5,1.0,1.0,0.5,2.0,1.9e-12,19000.0,2e-05
36.5,38.5,14.0,38.0,25.0,2.0,1.5,1.5,0.5,0.5,1.9e-12,19000.0,2e-05
14.5,13.5,8.0,38.5,43.0,1.0,1.5,1.0,0.5,2.0,1.9e-12,30000.0,2e-05
36.0,39.0,28.5,37.5,26.0,1.5,1.0,0.5,0.5,1.0,2e-12,27500.0,1e-05
34.0,19.5,30.0,48.5,43.0,1.5,1.5,1.0,0.5,0.5,1.9e-12,27500.0,2e-05
17.0,24.0,31.0,39.0,33.0,1.5,1.0,1.5,0.5,1.0,1.8e-12,19000.0,2e-05
33.5,22.0,31.0,39.0,32.5,2.0,1.0,1.0,0.5,2.0,1.9e-12,28500.0,2e-05
33.5,22.0,31.0,29.5,32.5,1.5,1.0,1.5,0.5,1.0,1.8e-12,32000.0,2e-05
14.5,27.0,31.5,39.0,25.5,1.0,1.0,2.0,0.5,0.5,1.3e-12,13500.0,2e-05
34.5,4.5,30.0,28.5,33.0,1.5,0.5,1.5,0.5,1.0,1.8e-12,19000.0,2e-05
22.5,24.0,31.0,47.5,25.5,2.0,1.0,2.0,0.5,0.5,9e-13,19500.0,1e-05
12.5,39.0,19.0,48.0,25.0,1.5,1.0,0.5,0.5,0.5,2e-12,32000.0,1e-05
34.5,12.0,16.0,39.0,25.5,1.0,1.0,1.0,0.5,0.5,1.9e-12,27500.0,1e-05
12.5,20.5,21.0,39.5,33.0,1.5,1.0,1.0,0.5,2.0,1.3e-12,30000.0,2e-05
14.5,39.0,1.5,49.0,26.5,1.0,1.5,0.5,0.5,0.5,1.2e-12,19500.0,2e-05
14.5,13.5,1.5,48.5,44.0,1.0,1.0,1.0,0.5,2.0,1.9e-12,19000.0,2e-05
33.5,22.0,31.0,39.0,29.0,1.5,1.0,1.5,0.5,1.0,1.7e-12,8000.0,2e-05
33.5,30.5,2.0,28.5,33.0,1.0,1.5,0.5,0.5,2.0,1.8e-12,32000.0,2e-05
